"","Accession_number","ED","edge.length","Species","Country","City","Host","Collection_date","lat","lon","sum_extracted_values","extracted_temp","extracted_precip","heterogeneity","Geo_location","num_occurrences","DR"
"2038","KX547230.1",0.0015623840869025,0.000833740147589999,"Orthoflavivirus nilense","USA"," Niagara Co., NY","Culex","2016-08-02T00:00:00Z",43.2042439,-78.7676017,129,0.501426696777344,10.8241577148438,46235,"USA:  Niagara Co., NY",15,640.047481527122
"2039","HM488200.1",0.00208929787962037,0.000833740147589999,"Orthoflavivirus nilense","USA"," New York","Corvus brachyrhynchos","2010-07-28T00:00:00Z",40.7127281,-74.0060152,13972,0.501426696777344,31.6479328588108,34805.5593220339,"USA:  New York",73,478.629691703753
"2040","KX547285.1",0.00211940522326863,0.000460763450814649,"Orthoflavivirus nilense","USA"," Bronx Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",40.8506558,-73.8665241,6,0.501426696777344,52.0631917317708,43395.5,"USA:  Bronx Co., NY",7,471.830487639245
"2041","KX547359.1",0.00211940522326863,0.000391086111550719,"Orthoflavivirus nilense","USA"," Nassau Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",40.7352994,-73.5615778,10,0.501426696777344,66.66015625,43678,"USA:  Nassau Co., NY",38,471.830487639245
"2042","KX547545.1",0.00222229175834506,0.00135180009833894,"Orthoflavivirus nilense","USA"," Monroe Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",43.2862325,-77.6859982,103,0.501426696777344,11.1719360351562,47354,"USA:  Monroe Co., NY",7,449.985919375726
"2043","KX547605.1",0.00222229175834506,0.00135180009833894,"Orthoflavivirus nilense","USA"," Lewis Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",43.7344277,-75.440289,160,0.501426696777344,68.1281331380208,30898,"USA:  Lewis Co., NY",4,449.985919375726
"2044","HM756660.1",0.00283332298656803,0.000212475962010066,"Orthoflavivirus nilense","USA"," New York","Accipiter cooperii","2010-07-28T00:00:00Z",40.7127281,-74.0060152,13972,0.501426696777344,31.6479328588108,34805.5593220339,"USA:  New York",73,352.942465345713
"2045","KX547449.1",0.00294601635389017,0.00153041024787959,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Culex","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.501426696777344,62.630615234375,41925,"USA:  Suffolk Co., NY",63,339.441428653142
"2046","OQ721620.1",0.00294601635389017,7.02989788870722e-05,"Orthoflavivirus nilense","USA"," Dakota, Minnesota","","2023-08-02T00:00:00Z",44.666655,-93.044911,21,0.501426696777344,47.5675506591797,45259,"USA:  Dakota, Minnesota",5,339.441428653142
"2047","KX547357.1",0.00305903643974941,0.00146011126899252,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Culex","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.501426696777344,62.630615234375,41925,"USA:  Suffolk Co., NY",63,326.90032292715
"2048","KX547209.1",0.0029285113285387,0.00146011126899252,"Orthoflavivirus nilense","USA"," Montgomery Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.8941269,-74.4099745,274,0.501426696777344,10.5361328125,29545.25,"USA:  Montgomery Co., NY",2,341.470422277311
"2049","OQ721728.1",0.00280481000292242,7.77060520797193e-05,"Orthoflavivirus nilense","USA"," St. Louis, Minnesota","","2023-08-02T00:00:00Z",47.6201005,-92.4363343,21,0.501426696777344,-28.7494506835937,41747,"USA:  St. Louis, Minnesota",5,356.530388496215
"2050","MH507619.1",0.00163072873136081,0.000117630202124421,"Orthoflavivirus nilense","USA"," San_Diego,California","Accipitridae","2019-01-20T00:00:00Z",32.7174202,-117.1627728,44,0.501426696777344,17.9892501831055,34426.25,"USA:  San_Diego,California",59,613.222776277155
"2051","MH507663.1",0.00163072873136081,9.07084574294837e-05,"Orthoflavivirus nilense","USA"," San_Diego,California","Accipitridae","2019-01-20T00:00:00Z",32.7174202,-117.1627728,44,0.501426696777344,17.9892501831055,34426.25,"USA:  San_Diego,California",59,613.222776277155
"2052","KX547587.1",0.00243172214708956,0.000223277976565954,"Orthoflavivirus nilense","USA"," Suffolk Co., NY","Turdus migratorius","2016-08-02T00:00:00Z",40.8832318,-72.8578027,47,0.501426696777344,62.630615234375,41925,"USA:  Suffolk Co., NY",63,411.231193167716
"2053","KX547224.1",0.00151314187299731,0.00169817141221645,"Orthoflavivirus nilense","USA"," Rockland Co., NY","Culex","2016-08-02T00:00:00Z",41.1519319,-74.0357266,44,0.501426696777344,21.4877319335938,36103,"USA:  Rockland Co., NY",31,660.87656276351
"2054","KX547385.1",0.00151314187299731,0.00169817141221645,"Orthoflavivirus nilense","USA"," Richmond Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",40.5834557,-74.1496048,11,0.501426696777344,77.4238891601562,44625,"USA:  Richmond Co., NY",14,660.87656276351
"2055","KX547329.1",0.00224806580608414,0.0019214493887824,"Orthoflavivirus nilense","USA"," Richmond Co., NY","Cyanocitta cristata","2016-08-02T00:00:00Z",40.5834557,-74.1496048,11,0.501426696777344,77.4238891601562,44625,"USA:  Richmond Co., NY",14,444.82683616005
"2056","OQ721305.1",0.00224806580608414,2.685306733698e-06,"Orthoflavivirus nilense","USA"," Pennington, Minnesota","","2023-08-02T00:00:00Z",48.0513335,-96.0829271,8,0.501426696777344,-14.4020080566406,41244,"USA:  Pennington, Minnesota",1,444.82683616005
"2057","KX547371.1",0.003079638817932,3.26890066745795e-05,"Orthoflavivirus nilense","USA"," Jefferson Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",44.059311,-75.9995742,355,0.501426696777344,47.1594848632812,37508,"USA:  Jefferson Co., NY",5,324.713402811148
"2058","OQ721738.1",0.00309328813308394,0.000245157810073655,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex pipiens","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,0.501426696777344,-48.0673828125,18857,"USA:  Larimer, Colorado",94,323.280585893246
"2059","KX547617.1",0.00306540297015247,0.000574265668439571,"Orthoflavivirus nilense","USA"," Orange Co., NY","Culex","2016-08-02T00:00:00Z",41.3873306,-74.2507287,62,0.501426696777344,-17.4378662109375,35086,"USA:  Orange Co., NY",13,326.221384182406
"2060","KX547542.1",0.00306540297015247,0.00115736005429038,"Orthoflavivirus nilense","USA"," Erie Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.7164263,-78.7620327,113,0.948382377624511,16.881103515625,40860.75,"USA:  Erie Co., NY",34,326.221384182406
"2061","KX547292.1",0.00335440339318229,0.00115736005429038,"Orthoflavivirus nilense","USA"," Sufolk Co., NY","Culex","2016-08-02T00:00:00Z",40.716197,-73.987535,14,0.501426696777344,67.63720703125,43671,"USA:  Sufolk Co., NY",1,298.115605902517
"2062","HM488242.1",0.00335440339318229,0.00173162572272995,"Orthoflavivirus nilense","USA"," New York","Poecile atricapillus","2010-07-28T00:00:00Z",40.7127281,-74.0060152,13972,0.501426696777344,31.6479328588108,34805.5593220339,"USA:  New York",73,298.115605902517
"2063","MF175877.1",0.00287868936910932,0.000102439580352105,"Orthoflavivirus nilense","USA"," Denton Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",33.1838787,-97.1413417,73736,0.501426696777344,125.470155253555,31051.6352459016,"USA:  Denton Co. TX",12,347.380308112022
"2064","MF175873.1",0.00287868936910932,0.0018743439524515,"Orthoflavivirus nilense","USA"," Dallas Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",32.7620405,-96.7790069,79868,0.501426696777344,133.622813177653,31335.118852459,"USA:  Dallas Co. TX",23,347.380308112022
"2065","HM488116.1",0.0053489632028133,0.000300569188131671,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2010-08-14T00:00:00Z",41.6500201,-72.7342163,8568,0.501426696777344,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,186.952118024302
"2066","KM012174.1",0.00397348763830916,0.00157377476431983,"Orthoflavivirus nilense","USA"," AZ","Homo sapiens","2016-05-25T00:00:00Z",34.395342,-111.763275,33223,0.501426696777344,15.21252333849,14295.5609756097,"USA:  AZ",21,251.668078782681
"2067","KX547600.1",0.00397348763830916,0.00157377476431983,"Orthoflavivirus nilense","USA"," Rensselaer Co., NY","Corvus brachyrhynchos","2016-08-02T00:00:00Z",42.7091389,-73.5107732,32,0.501426696777344,0.92584228515625,33376.75,"USA:  Rensselaer Co., NY",3,251.668078782681
"2068","OQ721580.1",0.00534450559105234,0.00200947253947819,"Orthoflavivirus nilense","USA"," Polk, Iowa","Culex pipiens","2023-08-02T00:00:00Z",41.6765808,-93.5921448,75,0.501426696777344,91.376708984375,44601,"USA:  Polk, Iowa",46,187.108046378355
"2069","OQ721351.1",0.00288458491919514,0.0021297880483363,"Orthoflavivirus nilense","USA"," Pottawattamie, Iowa","Culex restuans","2023-08-02T00:00:00Z",41.3115686,-95.5331269,0,0.501426696777344,45.2100524902343,36134,"USA:  Pottawattamie, Iowa",21,346.670327971839
"2070","OQ721251.1",0.00288458491919514,8.4028629505779e-05,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex tarsalis","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,0.501426696777344,-48.0673828125,18857,"USA:  Larimer, Colorado",94,346.670327971839
"2071","OQ721633.1",0.00307113152178654,0.000204525500535922,"Orthoflavivirus nilense","USA"," Cook, Illinois","Culex restuans","2023-08-02T00:00:00Z",41.8197385,-87.756525,6,0.501426696777344,122.620330810547,50955,"USA:  Cook, Illinois",26,325.61288662046
"2072","OQ721490.1",0.00337640495653478,0.000242789669387193,"Orthoflavivirus nilense","USA"," Larimer, Colorado","Culex tarsalis","2023-08-02T00:00:00Z",40.6810174,-105.4726907,138,0.501426696777344,-48.0673828125,18857,"USA:  Larimer, Colorado",94,296.173004385796
"2073","MT905060.1",0.00596007463867524,0.00182379216558217,"Orthoflavivirus nilense","Brazil"," Espirito Santo state, Joao Neiva municipality","Equus caballus","2021-03-23T00:00:00Z",-10,-55,111,0.501426696777344,135.217041015625,29734.75,"Brazil:  Espirito Santo state, Joao Neiva municipality",1,167.783133706237
"2074","HM488219.1",0.00596007463867524,0.00182379216558217,"Orthoflavivirus nilense","USA"," Connecticut","Culex pipiens","2010-07-28T00:00:00Z",41.6500201,-72.7342163,8568,0.501426696777344,12.5679208260994,34556.6373056995,"USA:  Connecticut",178,167.783133706237
"2075","MH507805.1",0.00478555443385011,0.000300757427800409,"Orthoflavivirus nilense","USA"," Earlimart,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.875918,-119.262323,30,0.501426696777344,-16.0753631591797,63081,"USA:  Earlimart,California",1,208.962203611478
"2076","OQ721783.1",0.00478555443385011,0.00176582440716895,"Orthoflavivirus nilense","USA"," Sacramento, California","Aphelocoma californica","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.501426696777344,20.54931640625,53077,"USA:  Sacramento, California",144,208.962203611478
"2077","OQ721538.1",0.00219577393583734,0.00176582440716895,"Orthoflavivirus nilense","USA"," San Diego, California","Culex quinquefasciatus","2023-08-02T00:00:00Z",32.7174202,-117.1627728,44,0.501426696777344,17.9892501831055,34426.25,"USA:  San Diego, California",61,455.420288800659
"2078","OQ721601.1",0.00217383237855632,0.000189977307668546,"Orthoflavivirus nilense","USA"," San Diego, California","Corvus brachyrhynchos","2023-08-02T00:00:00Z",32.7174202,-117.1627728,44,0.501426696777344,17.9892501831055,34426.25,"USA:  San Diego, California",61,460.017069330854
"2079","MH507678.1",0.00217383237855632,0.00208113002783674,"Orthoflavivirus nilense","USA"," National_City,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",32.6781085,-117.0991967,26,0.501426696777344,19.4139480590821,34426.25,"USA:  National_City,California",2,460.017069330854
"2080","JF957176.1",0.00300574327239549,0.000938913896150435,"Orthoflavivirus nilense","USA"," AZ","","2013-05-13T00:00:00Z",34.395342,-111.763275,33223,0.501426696777344,15.21252333849,14295.5609756097,"USA:  AZ",21,332.696411294977
"2081","OQ721319.1",0.00239898548776538,0.000142395301087866,"Orthoflavivirus nilense","USA"," Kern, California","Euphagus cyanocephalus","2023-08-02T00:00:00Z",35.3145701,-118.753822,26,0.501426696777344,-29.6595306396485,41201,"USA:  Kern, California",20,416.842871747209
"2082","MH507842.1",0.00179737798071745,0.000999820830598434,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,556.366001324236
"2083","MH507920.1",0.00179737798071745,0.000999820830598434,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,556.366001324236
"2084","JF957165.1",0.00231801392943601,0.0011422161316863,"Orthoflavivirus nilense","USA"," ID","","2013-05-13T00:00:00Z",43.6447642,-114.015407,86095,0.501426696777344,-39.5505562544843,32644.9785714286,"USA:  ID",8,431.403792402278
"2085","MH170244.1",0.00231801392943601,1.58815212943728e-05,"Orthoflavivirus nilense","USA"," CO, Weld County","Culex tarsalis","2018-11-19T00:00:00Z",40.4065001,-104.6933275,98,0.501426696777344,-11.7471160888672,61208,"USA:  CO, Weld County",13,431.403792402278
"2086","MH507906.1",0.00139189260148743,4.46113979901061e-05,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,718.446235673185
"2087","MH507942.1",0.00139189260148743,3.6293300974371e-05,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,718.446235673185
"2088","MH507830.1",0.00139370227961734,0.00257762406026618,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,717.513356062362
"2089","MH507915.1",0.00153182825277772,0.000470167036889833,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex tarsalis","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,652.814699158776
"2090","MH507908.1",0.00153182825277772,7.40424114399974e-05,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,652.814699158776
"2091","MH507968.1",0.00144732745928631,0.000101590894315662,"Orthoflavivirus nilense","USA"," San_Diego,California","Corvus brachyrhynchos","2019-01-20T00:00:00Z",32.7174202,-117.1627728,44,0.501426696777344,17.9892501831055,34426.25,"USA:  San_Diego,California",59,690.928644781676
"2092","MH507615.1",0.00144732745928631,4.72901981606235e-05,"Orthoflavivirus nilense","USA"," National_City,California","Corvus brachyrhynchos","2019-01-20T00:00:00Z",32.6781085,-117.0991967,26,0.501426696777344,19.4139480590821,34426.25,"USA:  National_City,California",2,690.928644781676
"2093","MH507982.1",0.00148999132715548,8.27893709717141e-05,"Orthoflavivirus nilense","USA"," San_Diego,California","Accipiter striatus","2019-01-20T00:00:00Z",32.7174202,-117.1627728,44,0.501426696777344,17.9892501831055,34426.25,"USA:  San_Diego,California",59,671.144846130806
"2094","MH507938.1",0.00299065797303579,0.00180174414848835,"Orthoflavivirus nilense","USA"," Arvin,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.209129,-118.828431,43,0.501426696777344,-21.5194396972656,42960.75,"USA:  Arvin,California",13,334.374578777027
"2095","MH507840.1",0.00159058963398729,3.46294689351171e-05,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,628.697672003056
"2096","MH507918.1",0.00159058963398729,0.00176711467955323,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex tarsalis","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,628.697672003056
"2097","OQ721688.1",0.00160144577742024,0.00176711467955323,"Orthoflavivirus nilense","USA"," Kern, California","Passer domesticus","2023-08-02T00:00:00Z",35.3145701,-118.753822,26,0.501426696777344,-29.6595306396485,41201,"USA:  Kern, California",20,624.4357530549
"2098","MH507998.1",0.00160144577742024,0.000111541725613257,"Orthoflavivirus nilense","USA"," Wasco,California","Culex tarsalis","2019-01-20T00:00:00Z",35.5941238,-119.3409457,5,0.501426696777344,5.03030395507812,58599.5,"USA:  Wasco,California",1,624.4357530549
"2099","OQ721135.1",0.00168293499634501,0.00177299179384681,"Orthoflavivirus nilense","USA"," Sacramento, California","Aphelocoma californica","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.501426696777344,20.54931640625,53077,"USA:  Sacramento, California",144,594.200014957082
"2100","MH507774.1",0.00168293499634501,0.00177299179384681,"Orthoflavivirus nilense","USA"," Harmony,California","Culex tarsalis","2019-01-20T00:00:00Z",36.1235632,-119.1698298,0,0.501426696777344,-33.7068634033203,60250.5,"USA:  Harmony,California",1,594.200014957082
"2101","MH507827.1",0.00204932696425122,0.000171738999759374,"Orthoflavivirus nilense","USA"," Bakersfield,California","Turdus migratorius","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,487.965081924044
"2102","OQ721540.1",0.00211657027597611,0.00176008471786131,"Orthoflavivirus nilense","USA"," Kern, California","","2023-08-02T00:00:00Z",35.3145701,-118.753822,26,0.501426696777344,-29.6595306396485,41201,"USA:  Kern, California",20,472.46246030684
"2103","MH507766.1",0.00210180701516019,0.00176008471786131,"Orthoflavivirus nilense","USA"," Del_Ray,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",33.9804664,-117.698792,256,0.501426696777344,22.906005859375,39038,"USA:  Del_Ray,California",1,475.781074469287
"2104","MH507925.1",0.00210180701516019,0.000170521523126046,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,475.781074469287
"2105","MH507923.1",0.00122934451029307,0.0018628930888103,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,813.441628141814
"2106","MH507940.1",0.00122934451029307,6.73140273658441e-05,"Orthoflavivirus nilense","USA"," Greenacres,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3832927,-119.1098266,37,0.501426696777344,-6.3083267211914,59630,"USA:  Greenacres,California",6,813.441628141814
"2107","MH507926.1",0.00101219153498507,0.00179557906144446,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,987.955308295237
"2108","MH507921.1",0.00101219153498507,0.00179557906144446,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,987.955308295237
"2109","MH507929.1",0.000816864335683084,0.00210745702337635,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,1224.19348760498
"2110","MH507832.1",0.000816864335683084,0.00062534484394946,"Orthoflavivirus nilense","USA"," Bakersfield,California","Corvus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,1224.19348760498
"2111","MH507924.1",0.000850869134447253,0.00198857251729109,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,1175.2688627607
"2112","MH507922.1",0.00100119860550206,0.000192423844486983,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,998.80282943317
"2113","OQ721503.1",0.00140928430658739,6.45558658084059e-05,"Orthoflavivirus nilense","USA"," Kern, California","Haemorhous mexicanus","2023-08-02T00:00:00Z",35.3145701,-118.753822,26,0.501426696777344,-29.6595306396485,41201,"USA:  Kern, California",20,709.580029611995
"2114","MH508004.1",0.00300808425264114,0.0017315928069957,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.501426696777344,-17.0910949707031,71444,"USA:  Bakersfield,California",141,332.437497095364
"2115","MH507716.1",0.00308332429597323,1.76732480217058e-06,"Orthoflavivirus nilense","USA"," Hanford,California","Aphelocoma californica","2019-01-20T00:00:00Z",36.3274502,-119.6456844,6,0.501426696777344,15.7784729003906,73733,"USA:  Hanford,California",3,324.325274933287
"2116","OQ721435.1",0.00276850580607769,0.000566979385397992,"Orthoflavivirus nilense","USA"," Kern, California","","2023-08-02T00:00:00Z",35.3145701,-118.753822,26,0.501426696777344,-29.6595306396485,41201,"USA:  Kern, California",20,361.205671956585
"2117","OQ721266.1",0.00275816080095575,0.00116284609679554,"Orthoflavivirus nilense","USA"," Sacramento, California","Culex tarsalis","2023-08-02T00:00:00Z",38.5810606,-121.493895,4,0.501426696777344,20.54931640625,53077,"USA:  Sacramento, California",144,362.560442325728
"2118","JX015515.1",0.00275816080095575,0.000221545421431952,"Orthoflavivirus nilense","USA"," El Paso, Texas","Culex tarsalis","2012-11-21T00:00:00Z",31.7550511,-106.488234,120,0.501426696777344,16.0096282958985,17639,"USA:  El Paso, Texas",7,362.560442325728
"2119","OQ721245.1",0.0029658132088085,0.000941300675363588,"Orthoflavivirus nilense","USA"," Lincoln, Washington","Phasianinae","2023-08-02T00:00:00Z",47.5664588,-118.3588615,85,0.501426696777344,-79.8858108520508,32163,"USA:  Lincoln, Washington",1,337.175651194077
"2120","MH507991.1",0.0029658132088085,0.000941300675363588,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.66455078125,-17.0910949707031,71444,"USA:  Bakersfield,California",141,337.175651194077
"2121","MH507850.1",0.00308379828780176,0.00172982548219353,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.65424378712972,-17.0910949707031,71444,"USA:  Bakersfield,California",141,324.275424873147
"2122","MH507703.1",0.00295554849961128,0.00179614867280411,"Orthoflavivirus nilense","USA"," Doyle,California","Turdus migratorius","2019-01-20T00:00:00Z",40.1233532,-120.4897635,92,1.47994232177735,-94.3451538085938,22093,"USA:  Doyle,California",1,338.346672413436
"2123","MH507871.1",0.00295554849961128,0.00265852875923066,"Orthoflavivirus nilense","USA"," Bakersfield,California","Passer domesticus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.548861026763916,-17.0910949707031,71444,"USA:  Bakersfield,California",141,338.346672413436
"2124","OQ721193.1",0.00302596801298226,0.000106398832218447,"Orthoflavivirus nilense","USA"," Solano, California","","2023-08-02T00:00:00Z",38.2218938,-121.9163555,282,0.615789413452148,62.7553253173828,42067,"USA:  Solano, California",2,330.472759695316
"2125","OQ721397.1",0.00305861969371845,0.00265305978465318,"Orthoflavivirus nilense","USA"," Kern, California","Passeridae","2023-08-02T00:00:00Z",35.3145701,-118.753822,26,0.615789413452148,-29.6595306396485,41201,"USA:  Kern, California",20,326.944864068495
"2126","MH170251.1",0.00314860388630357,7.3910789551602e-05,"Orthoflavivirus nilense","USA"," CO, Weld County","Culex tarsalis","2018-11-19T00:00:00Z",40.4065001,-104.6933275,98,0.615789413452148,-11.7471160888672,61208,"USA:  CO, Weld County",13,317.601081657175
"2127","MH507855.1",0.00242517249268831,0.000186819516848328,"Orthoflavivirus nilense","USA"," Bakersfield,California","Turdus migratorius","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.615789413452148,-17.0910949707031,71444,"USA:  Bakersfield,California",141,412.341803733514
"2128","MH508003.1",0.00176424576669585,0.00239232947825325,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex tarsalis","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.615789413452148,-17.0910949707031,71444,"USA:  Bakersfield,California",141,566.81445344933
"2129","MH508002.1",0.00149937377752045,0.00239232947825325,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex tarsalis","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.615789413452148,-17.0910949707031,71444,"USA:  Bakersfield,California",141,666.945104011174
"2130","MH508000.1",0.00149937377752045,0.00185138152100308,"Orthoflavivirus nilense","USA"," Bakersfield,California","Culex quinquefasciatus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.615789413452148,-17.0910949707031,71444,"USA:  Bakersfield,California",141,666.945104011174
"2131","MF175815.1",0.00359352931416612,0.000727767474098497,"Orthoflavivirus nilense","USA"," Dallas Co. TX","Culex quinquefasciatus","2018-12-31T00:00:00Z",32.7620405,-96.7790069,79868,0.615789413452148,133.622813177653,31335.118852459,"USA:  Dallas Co. TX",23,278.277958122641
"2132","OQ721321.1",0.00312008826361405,0.000727767474098497,"Orthoflavivirus nilense","USA"," Umatilla, Oregon","","2023-08-02T00:00:00Z",45.6416995,-118.7671122,84,0.817684173583984,-69.577133178711,40092.5,"USA:  Umatilla, Oregon",2,320.503753583459
"2133","DQ431711.1",0.00304996402441578,5.16874454565934e-07,"Orthoflavivirus nilense","USA"," Arizona","Homo sapiens","2007-03-31T00:00:00Z",34.395342,-111.763275,33223,0.844219525655111,15.21252333849,14295.5609756097,"USA:  Arizona",2,327.872719807425
"2134","MH507852.1",0.00302000610463963,2.11086110140863e-05,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.844219525655111,-17.0910949707031,71444,"USA:  Bakersfield,California",141,331.1251584769
"2135","HM756677.1",0.00302000610463963,0.00332339240396808,"Orthoflavivirus nilense","USA"," New Mexico","Loriini","2010-07-28T00:00:00Z",34.5802074,-105.9960475,34076,0.844219525655111,-5.41328343510415,10406.2540322581,"USA:  New Mexico",3,331.1251584769
"2136","MH507839.1",0.00193982843546671,5.48610608071438e-07,"Orthoflavivirus nilense","USA"," Bakersfield,California","Aphelocoma californica","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.844219525655111,-17.0910949707031,71444,"USA:  Bakersfield,California",141,515.509506777287
"2137","OQ721647.1",0.00193982843546671,7.08558978792387e-05,"Orthoflavivirus nilense","USA"," Kern, California","","2023-08-02T00:00:00Z",35.3145701,-118.753822,26,0.844219525655111,-29.6595306396485,41201,"USA:  Kern, California",20,515.509506777287
"2138","MH507857.1",0.00244843848773448,0.00325198789548077,"Orthoflavivirus nilense","USA"," Bakersfield,California","Haemorhous mexicanus","2019-01-20T00:00:00Z",35.3738712,-119.0194639,49,0.844219525655111,-17.0910949707031,71444,"USA:  Bakersfield,California",141,408.423574865992
